:START_ID(Customer),:END_ID(Snack),reviewId,:TYPE
318,128,1067,REVIEWED
94,138,1068,REVIEWED
112,89,1069,REVIEWED
50,175,1070,REVIEWED
468,40,1071,REVIEWED
308,96,1072,REVIEWED
294,46,1073,REVIEWED
457,113,1074,REVIEWED
362,198,1075,REVIEWED
91,130,1076,REVIEWED
77,114,1077,REVIEWED
16,160,1078,REVIEWED
20,138,1079,REVIEWED
455,31,1080,REVIEWED
414,80,1081,REVIEWED
479,75,1082,REVIEWED
56,90,1083,REVIEWED
350,47,1084,REVIEWED
303,133,1085,REVIEWED
86,26,1086,REVIEWED
255,50,1087,REVIEWED
309,40,1088,REVIEWED
314,87,1089,REVIEWED
481,117,1090,REVIEWED
476,169,1091,REVIEWED
281,100,1092,REVIEWED
402,115,1093,REVIEWED
484,30,1094,REVIEWED
343,142,1095,REVIEWED
34,87,1096,REVIEWED
127,94,1097,REVIEWED
73,62,1098,REVIEWED
492,126,1099,REVIEWED
97,104,1100,REVIEWED
22,92,1101,REVIEWED
31,123,1102,REVIEWED
416,169,1103,REVIEWED
363,194,1104,REVIEWED
430,152,1105,REVIEWED
51,134,1106,REVIEWED
47,170,1107,REVIEWED
336,83,1108,REVIEWED
467,135,1109,REVIEWED
289,148,1110,REVIEWED
360,137,1111,REVIEWED
268,101,1112,REVIEWED
388,140,1113,REVIEWED
330,52,1114,REVIEWED
145,83,1115,REVIEWED
70,115,1116,REVIEWED
391,51,1117,REVIEWED
150,161,1118,REVIEWED
219,104,1119,REVIEWED
223,97,1120,REVIEWED
43,126,1121,REVIEWED
13,126,1122,REVIEWED
54,83,1123,REVIEWED
288,124,1124,REVIEWED
313,100,1125,REVIEWED
157,128,1126,REVIEWED
403,198,1127,REVIEWED
148,198,1128,REVIEWED
351,179,1129,REVIEWED
29,136,1130,REVIEWED
426,11,1131,REVIEWED
97,23,1132,REVIEWED
158,151,1133,REVIEWED
383,147,1134,REVIEWED
278,45,1135,REVIEWED
329,81,1136,REVIEWED
379,13,1137,REVIEWED
274,8,1138,REVIEWED
25,78,1139,REVIEWED
198,49,1140,REVIEWED
181,138,1141,REVIEWED
27,176,1142,REVIEWED
448,112,1143,REVIEWED
379,131,1144,REVIEWED
269,46,1145,REVIEWED
261,95,1146,REVIEWED
349,179,1147,REVIEWED
23,55,1148,REVIEWED
51,118,1149,REVIEWED
487,48,1150,REVIEWED
457,57,1151,REVIEWED
365,82,1152,REVIEWED
38,183,1153,REVIEWED
105,127,1154,REVIEWED
106,147,1155,REVIEWED
328,157,1156,REVIEWED
8,12,1157,REVIEWED
473,98,1158,REVIEWED
106,177,1159,REVIEWED
60,75,1160,REVIEWED
3,62,1161,REVIEWED
338,85,1162,REVIEWED
91,100,1163,REVIEWED
424,59,1164,REVIEWED
191,103,1165,REVIEWED
23,40,1166,REVIEWED
73,154,1167,REVIEWED
127,160,1168,REVIEWED
343,67,1169,REVIEWED
452,109,1170,REVIEWED
349,147,1171,REVIEWED
364,161,1172,REVIEWED
159,53,1173,REVIEWED
482,168,1174,REVIEWED
378,70,1175,REVIEWED
210,177,1176,REVIEWED
6,107,1177,REVIEWED
422,106,1178,REVIEWED
194,72,1179,REVIEWED
432,49,1180,REVIEWED
419,200,1181,REVIEWED
250,65,1182,REVIEWED
308,3,1183,REVIEWED
321,178,1184,REVIEWED
203,11,1185,REVIEWED
357,197,1186,REVIEWED
230,33,1187,REVIEWED
340,177,1188,REVIEWED
115,19,1189,REVIEWED
327,30,1190,REVIEWED
60,41,1191,REVIEWED
462,126,1192,REVIEWED
35,47,1193,REVIEWED
275,84,1194,REVIEWED
86,190,1195,REVIEWED
132,175,1196,REVIEWED
367,178,1197,REVIEWED
204,73,1198,REVIEWED
275,74,1199,REVIEWED
146,146,1200,REVIEWED
134,28,1201,REVIEWED
390,31,1202,REVIEWED
203,52,1203,REVIEWED
487,23,1204,REVIEWED
285,128,1205,REVIEWED
103,33,1206,REVIEWED
266,10,1207,REVIEWED
241,123,1208,REVIEWED
56,29,1209,REVIEWED
118,10,1210,REVIEWED
427,100,1211,REVIEWED
95,22,1212,REVIEWED
391,178,1213,REVIEWED
413,18,1214,REVIEWED
124,112,1215,REVIEWED
316,95,1216,REVIEWED
225,190,1217,REVIEWED
74,114,1218,REVIEWED
306,197,1219,REVIEWED
22,170,1220,REVIEWED
479,129,1221,REVIEWED
393,49,1222,REVIEWED
394,54,1223,REVIEWED
372,82,1224,REVIEWED
23,146,1225,REVIEWED
8,40,1226,REVIEWED
175,65,1227,REVIEWED
472,45,1228,REVIEWED
180,119,1229,REVIEWED
103,165,1230,REVIEWED
29,101,1231,REVIEWED
195,40,1232,REVIEWED
485,75,1233,REVIEWED
259,17,1234,REVIEWED
116,48,1235,REVIEWED
322,50,1236,REVIEWED
172,169,1237,REVIEWED
370,113,1238,REVIEWED
13,113,1239,REVIEWED
36,63,1240,REVIEWED
309,136,1241,REVIEWED
148,143,1242,REVIEWED
83,37,1243,REVIEWED
281,82,1244,REVIEWED
30,29,1245,REVIEWED
351,17,1246,REVIEWED
210,133,1247,REVIEWED
274,5,1248,REVIEWED
317,185,1249,REVIEWED
87,186,1250,REVIEWED
478,83,1251,REVIEWED
190,10,1252,REVIEWED
74,27,1253,REVIEWED
351,60,1254,REVIEWED
4,98,1255,REVIEWED
2,145,1256,REVIEWED
30,100,1257,REVIEWED
394,146,1258,REVIEWED
62,58,1259,REVIEWED
391,161,1260,REVIEWED
19,145,1261,REVIEWED
280,19,1262,REVIEWED
11,167,1263,REVIEWED
422,122,1264,REVIEWED
480,147,1265,REVIEWED
331,99,1266,REVIEWED
145,176,1267,REVIEWED
316,100,1268,REVIEWED
231,192,1269,REVIEWED
122,175,1270,REVIEWED
252,157,1271,REVIEWED
129,89,1272,REVIEWED
326,117,1273,REVIEWED
246,40,1274,REVIEWED
233,138,1275,REVIEWED
451,93,1276,REVIEWED
115,37,1277,REVIEWED
147,164,1278,REVIEWED
375,45,1279,REVIEWED
494,100,1280,REVIEWED
132,42,1281,REVIEWED
189,190,1282,REVIEWED
11,111,1283,REVIEWED
413,77,1284,REVIEWED
74,11,1285,REVIEWED
236,106,1286,REVIEWED
364,139,1287,REVIEWED
437,59,1288,REVIEWED
206,33,1289,REVIEWED
431,161,1290,REVIEWED
181,54,1291,REVIEWED
483,104,1292,REVIEWED
216,107,1293,REVIEWED
236,188,1294,REVIEWED
232,114,1295,REVIEWED
488,100,1296,REVIEWED
238,94,1297,REVIEWED
173,84,1298,REVIEWED
341,103,1299,REVIEWED
69,186,1300,REVIEWED
272,53,1301,REVIEWED
126,56,1302,REVIEWED
365,49,1303,REVIEWED
292,50,1304,REVIEWED
486,187,1305,REVIEWED
338,159,1306,REVIEWED
187,119,1307,REVIEWED
281,196,1308,REVIEWED
406,105,1309,REVIEWED
192,165,1310,REVIEWED
158,55,1311,REVIEWED
202,37,1312,REVIEWED
241,28,1313,REVIEWED
278,167,1314,REVIEWED
232,77,1315,REVIEWED
464,199,1316,REVIEWED
446,160,1317,REVIEWED
212,14,1318,REVIEWED
103,56,1319,REVIEWED
173,142,1320,REVIEWED
456,41,1321,REVIEWED
338,99,1322,REVIEWED
480,133,1323,REVIEWED
222,47,1324,REVIEWED
483,114,1325,REVIEWED
13,178,1326,REVIEWED
106,99,1327,REVIEWED
291,171,1328,REVIEWED
89,70,1329,REVIEWED
382,175,1330,REVIEWED
289,197,1331,REVIEWED
80,165,1332,REVIEWED
206,148,1333,REVIEWED
401,51,1334,REVIEWED
78,106,1335,REVIEWED
163,120,1336,REVIEWED
126,190,1337,REVIEWED
67,196,1338,REVIEWED
477,125,1339,REVIEWED
162,157,1340,REVIEWED
478,196,1341,REVIEWED
314,136,1342,REVIEWED
377,161,1343,REVIEWED
449,10,1344,REVIEWED
347,25,1345,REVIEWED
403,17,1346,REVIEWED
44,6,1347,REVIEWED
5,14,1348,REVIEWED
170,24,1349,REVIEWED
161,92,1350,REVIEWED
104,191,1351,REVIEWED
78,55,1352,REVIEWED
158,17,1353,REVIEWED
186,160,1354,REVIEWED
466,81,1355,REVIEWED
299,115,1356,REVIEWED
244,87,1357,REVIEWED
361,45,1358,REVIEWED
149,78,1359,REVIEWED
52,144,1360,REVIEWED
82,39,1361,REVIEWED
84,107,1362,REVIEWED
61,137,1363,REVIEWED
467,159,1364,REVIEWED
210,41,1365,REVIEWED
288,142,1366,REVIEWED
322,121,1367,REVIEWED
359,72,1368,REVIEWED
354,64,1369,REVIEWED
500,30,1370,REVIEWED
340,38,1371,REVIEWED
466,114,1372,REVIEWED
50,194,1373,REVIEWED
21,35,1374,REVIEWED
451,98,1375,REVIEWED
243,98,1376,REVIEWED
245,44,1377,REVIEWED
393,6,1378,REVIEWED
301,177,1379,REVIEWED
419,93,1380,REVIEWED
477,113,1381,REVIEWED
300,147,1382,REVIEWED
94,115,1383,REVIEWED
458,6,1384,REVIEWED
497,126,1385,REVIEWED
485,172,1386,REVIEWED
291,89,1387,REVIEWED
454,87,1388,REVIEWED
44,95,1389,REVIEWED
36,46,1390,REVIEWED
70,160,1391,REVIEWED
154,174,1392,REVIEWED
202,39,1393,REVIEWED
57,172,1394,REVIEWED
101,163,1395,REVIEWED
165,75,1396,REVIEWED
365,22,1397,REVIEWED
182,155,1398,REVIEWED
410,127,1399,REVIEWED
9,160,1400,REVIEWED
457,152,1401,REVIEWED
214,44,1402,REVIEWED
187,65,1403,REVIEWED
99,132,1404,REVIEWED
144,134,1405,REVIEWED
463,7,1406,REVIEWED
251,82,1407,REVIEWED
464,43,1408,REVIEWED
27,167,1409,REVIEWED
123,180,1410,REVIEWED
157,68,1411,REVIEWED
230,111,1412,REVIEWED
173,11,1413,REVIEWED
140,192,1414,REVIEWED
389,169,1415,REVIEWED
235,169,1416,REVIEWED
42,86,1417,REVIEWED
283,9,1418,REVIEWED
67,160,1419,REVIEWED
6,189,1420,REVIEWED
294,5,1421,REVIEWED
155,98,1422,REVIEWED
103,121,1423,REVIEWED
195,100,1424,REVIEWED
19,178,1425,REVIEWED
345,70,1426,REVIEWED
357,97,1427,REVIEWED
172,94,1428,REVIEWED
412,132,1429,REVIEWED
438,109,1430,REVIEWED
209,182,1431,REVIEWED
176,34,1432,REVIEWED
483,89,1433,REVIEWED
369,67,1434,REVIEWED
283,50,1435,REVIEWED
251,73,1436,REVIEWED
137,22,1437,REVIEWED
468,116,1438,REVIEWED
471,172,1439,REVIEWED
44,171,1440,REVIEWED
468,82,1441,REVIEWED
442,131,1442,REVIEWED
459,30,1443,REVIEWED
12,33,1444,REVIEWED
413,196,1445,REVIEWED
55,63,1446,REVIEWED
39,46,1447,REVIEWED
192,17,1448,REVIEWED
79,147,1449,REVIEWED
411,61,1450,REVIEWED
399,23,1451,REVIEWED
443,20,1452,REVIEWED
5,186,1453,REVIEWED
7,189,1454,REVIEWED
414,88,1455,REVIEWED
446,159,1456,REVIEWED
37,40,1457,REVIEWED
299,161,1458,REVIEWED
495,118,1459,REVIEWED
324,85,1460,REVIEWED
403,171,1461,REVIEWED
55,157,1462,REVIEWED
63,15,1463,REVIEWED
361,36,1464,REVIEWED
103,191,1465,REVIEWED
475,21,1466,REVIEWED
96,24,1467,REVIEWED
368,24,1468,REVIEWED
2,111,1469,REVIEWED
406,176,1470,REVIEWED
120,54,1471,REVIEWED
26,184,1472,REVIEWED
41,100,1473,REVIEWED
165,161,1474,REVIEWED
272,50,1475,REVIEWED
244,51,1476,REVIEWED
363,127,1477,REVIEWED
310,181,1478,REVIEWED
96,121,1479,REVIEWED
148,188,1480,REVIEWED
347,152,1481,REVIEWED
443,16,1482,REVIEWED
227,48,1483,REVIEWED
260,2,1484,REVIEWED
41,46,1485,REVIEWED
499,51,1486,REVIEWED
135,37,1487,REVIEWED
450,139,1488,REVIEWED
295,49,1489,REVIEWED
359,32,1490,REVIEWED
360,195,1491,REVIEWED
39,49,1492,REVIEWED
96,83,1493,REVIEWED
388,59,1494,REVIEWED
84,102,1495,REVIEWED
326,152,1496,REVIEWED
152,154,1497,REVIEWED
212,130,1498,REVIEWED
328,74,1499,REVIEWED
112,110,1500,REVIEWED
129,89,1501,REVIEWED
377,62,1502,REVIEWED
272,2,1503,REVIEWED
336,175,1504,REVIEWED
129,73,1505,REVIEWED
387,42,1506,REVIEWED
34,16,1507,REVIEWED
33,127,1508,REVIEWED
177,188,1509,REVIEWED
31,159,1510,REVIEWED
387,111,1511,REVIEWED
41,173,1512,REVIEWED
392,184,1513,REVIEWED
229,4,1514,REVIEWED
382,173,1515,REVIEWED
46,82,1516,REVIEWED
302,198,1517,REVIEWED
470,93,1518,REVIEWED
358,175,1519,REVIEWED
311,174,1520,REVIEWED
492,17,1521,REVIEWED
292,68,1522,REVIEWED
373,82,1523,REVIEWED
231,92,1524,REVIEWED
381,123,1525,REVIEWED
190,128,1526,REVIEWED
154,196,1527,REVIEWED
251,81,1528,REVIEWED
280,191,1529,REVIEWED
98,59,1530,REVIEWED
301,44,1531,REVIEWED
22,177,1532,REVIEWED
181,105,1533,REVIEWED
239,119,1534,REVIEWED
167,104,1535,REVIEWED
238,119,1536,REVIEWED
232,40,1537,REVIEWED
73,189,1538,REVIEWED
385,99,1539,REVIEWED
215,7,1540,REVIEWED
448,36,1541,REVIEWED
404,82,1542,REVIEWED
196,162,1543,REVIEWED
77,103,1544,REVIEWED
188,4,1545,REVIEWED
223,170,1546,REVIEWED
464,45,1547,REVIEWED
78,152,1548,REVIEWED
485,48,1549,REVIEWED
112,25,1550,REVIEWED
9,101,1551,REVIEWED
242,39,1552,REVIEWED
139,87,1553,REVIEWED
102,6,1554,REVIEWED
255,101,1555,REVIEWED
82,78,1556,REVIEWED
425,141,1557,REVIEWED
143,59,1558,REVIEWED
98,125,1559,REVIEWED
311,186,1560,REVIEWED
256,111,1561,REVIEWED
223,41,1562,REVIEWED
250,171,1563,REVIEWED
31,91,1564,REVIEWED
493,28,1565,REVIEWED
35,83,1566,REVIEWED
362,123,1567,REVIEWED
312,75,1568,REVIEWED
73,61,1569,REVIEWED
266,127,1570,REVIEWED
412,56,1571,REVIEWED
214,126,1572,REVIEWED
7,79,1573,REVIEWED
324,41,1574,REVIEWED
174,162,1575,REVIEWED
160,176,1576,REVIEWED
317,110,1577,REVIEWED
314,32,1578,REVIEWED
307,34,1579,REVIEWED
272,73,1580,REVIEWED
175,186,1581,REVIEWED
192,177,1582,REVIEWED
443,33,1583,REVIEWED
190,145,1584,REVIEWED
497,122,1585,REVIEWED
33,5,1586,REVIEWED
229,95,1587,REVIEWED
214,64,1588,REVIEWED
108,84,1589,REVIEWED
353,60,1590,REVIEWED
466,81,1591,REVIEWED
325,122,1592,REVIEWED
403,72,1593,REVIEWED
285,88,1594,REVIEWED
296,85,1595,REVIEWED
358,50,1596,REVIEWED
462,33,1597,REVIEWED
495,83,1598,REVIEWED
401,162,1599,REVIEWED
294,59,1600,REVIEWED
363,152,1601,REVIEWED
313,61,1602,REVIEWED
417,64,1603,REVIEWED
251,145,1604,REVIEWED
241,5,1605,REVIEWED
161,131,1606,REVIEWED
451,25,1607,REVIEWED
197,193,1608,REVIEWED
76,160,1609,REVIEWED
165,21,1610,REVIEWED
271,126,1611,REVIEWED
237,155,1612,REVIEWED
462,187,1613,REVIEWED
137,18,1614,REVIEWED
231,100,1615,REVIEWED
399,50,1616,REVIEWED
406,198,1617,REVIEWED
142,183,1618,REVIEWED
74,94,1619,REVIEWED
435,200,1620,REVIEWED
31,122,1621,REVIEWED
127,58,1622,REVIEWED
325,1,1623,REVIEWED
168,92,1624,REVIEWED
423,159,1625,REVIEWED
248,144,1626,REVIEWED
75,70,1627,REVIEWED
490,82,1628,REVIEWED
249,81,1629,REVIEWED
310,138,1630,REVIEWED
103,166,1631,REVIEWED
97,153,1632,REVIEWED
310,31,1633,REVIEWED
152,188,1634,REVIEWED
32,189,1635,REVIEWED
454,50,1636,REVIEWED
269,130,1637,REVIEWED
145,64,1638,REVIEWED
405,97,1639,REVIEWED
217,180,1640,REVIEWED
420,3,1641,REVIEWED
153,67,1642,REVIEWED
105,37,1643,REVIEWED
152,7,1644,REVIEWED
15,167,1645,REVIEWED
330,196,1646,REVIEWED
216,21,1647,REVIEWED
189,120,1648,REVIEWED
398,38,1649,REVIEWED
229,161,1650,REVIEWED
196,143,1651,REVIEWED
81,153,1652,REVIEWED
228,195,1653,REVIEWED
161,28,1654,REVIEWED
480,71,1655,REVIEWED
234,71,1656,REVIEWED
102,181,1657,REVIEWED
311,117,1658,REVIEWED
146,42,1659,REVIEWED
301,33,1660,REVIEWED
166,5,1661,REVIEWED
64,14,1662,REVIEWED
445,84,1663,REVIEWED
283,123,1664,REVIEWED
189,37,1665,REVIEWED
162,185,1666,REVIEWED
193,141,1667,REVIEWED
14,161,1668,REVIEWED
223,166,1669,REVIEWED
166,102,1670,REVIEWED
92,84,1671,REVIEWED
314,195,1672,REVIEWED
18,165,1673,REVIEWED
145,83,1674,REVIEWED
290,194,1675,REVIEWED
292,11,1676,REVIEWED
453,131,1677,REVIEWED
29,186,1678,REVIEWED
368,183,1679,REVIEWED
68,128,1680,REVIEWED
33,18,1681,REVIEWED
72,39,1682,REVIEWED
53,134,1683,REVIEWED
84,183,1684,REVIEWED
121,24,1685,REVIEWED
387,93,1686,REVIEWED
498,92,1687,REVIEWED
174,21,1688,REVIEWED
212,88,1689,REVIEWED
385,18,1690,REVIEWED
253,103,1691,REVIEWED
280,16,1692,REVIEWED
269,107,1693,REVIEWED
329,102,1694,REVIEWED
356,40,1695,REVIEWED
281,23,1696,REVIEWED
417,54,1697,REVIEWED
230,41,1698,REVIEWED
60,196,1699,REVIEWED
467,67,1700,REVIEWED
117,62,1701,REVIEWED
29,166,1702,REVIEWED
350,143,1703,REVIEWED
13,14,1704,REVIEWED
330,179,1705,REVIEWED
116,123,1706,REVIEWED
22,11,1707,REVIEWED
113,195,1708,REVIEWED
120,40,1709,REVIEWED
489,36,1710,REVIEWED
257,82,1711,REVIEWED
166,100,1712,REVIEWED
388,163,1713,REVIEWED
344,102,1714,REVIEWED
10,131,1715,REVIEWED
392,75,1716,REVIEWED
253,7,1717,REVIEWED
343,183,1718,REVIEWED
357,107,1719,REVIEWED
282,18,1720,REVIEWED
21,52,1721,REVIEWED
302,10,1722,REVIEWED
107,59,1723,REVIEWED
299,126,1724,REVIEWED
4,90,1725,REVIEWED
360,21,1726,REVIEWED
298,95,1727,REVIEWED
261,43,1728,REVIEWED
204,55,1729,REVIEWED
78,138,1730,REVIEWED
4,161,1731,REVIEWED
382,160,1732,REVIEWED
145,69,1733,REVIEWED
285,96,1734,REVIEWED
262,100,1735,REVIEWED
82,52,1736,REVIEWED
387,156,1737,REVIEWED
132,86,1738,REVIEWED
101,84,1739,REVIEWED
460,67,1740,REVIEWED
202,31,1741,REVIEWED
334,74,1742,REVIEWED
232,8,1743,REVIEWED
229,155,1744,REVIEWED
496,167,1745,REVIEWED
344,132,1746,REVIEWED
395,104,1747,REVIEWED
105,48,1748,REVIEWED
58,11,1749,REVIEWED
199,28,1750,REVIEWED
381,53,1751,REVIEWED
103,195,1752,REVIEWED
292,189,1753,REVIEWED
383,77,1754,REVIEWED
427,177,1755,REVIEWED
346,55,1756,REVIEWED
454,152,1757,REVIEWED
419,78,1758,REVIEWED
185,119,1759,REVIEWED
28,166,1760,REVIEWED
321,59,1761,REVIEWED
291,65,1762,REVIEWED
112,131,1763,REVIEWED
13,80,1764,REVIEWED
7,56,1765,REVIEWED
425,47,1766,REVIEWED
441,86,1767,REVIEWED
106,128,1768,REVIEWED
485,185,1769,REVIEWED
199,185,1770,REVIEWED
168,118,1771,REVIEWED
201,155,1772,REVIEWED
386,43,1773,REVIEWED
472,126,1774,REVIEWED
246,144,1775,REVIEWED
306,74,1776,REVIEWED
408,171,1777,REVIEWED
439,64,1778,REVIEWED
40,158,1779,REVIEWED
55,1,1780,REVIEWED
437,8,1781,REVIEWED
318,13,1782,REVIEWED
439,3,1783,REVIEWED
485,71,1784,REVIEWED
477,1,1785,REVIEWED
156,114,1786,REVIEWED
196,187,1787,REVIEWED
291,41,1788,REVIEWED
50,14,1789,REVIEWED
189,56,1790,REVIEWED
331,49,1791,REVIEWED
498,109,1792,REVIEWED
380,96,1793,REVIEWED
39,72,1794,REVIEWED
214,168,1795,REVIEWED
12,77,1796,REVIEWED
395,9,1797,REVIEWED
461,31,1798,REVIEWED
155,37,1799,REVIEWED
135,117,1800,REVIEWED
477,53,1801,REVIEWED
62,163,1802,REVIEWED
382,175,1803,REVIEWED
406,8,1804,REVIEWED
451,122,1805,REVIEWED
90,4,1806,REVIEWED
58,23,1807,REVIEWED
372,61,1808,REVIEWED
234,149,1809,REVIEWED
356,143,1810,REVIEWED
140,70,1811,REVIEWED
12,180,1812,REVIEWED
289,123,1813,REVIEWED
33,188,1814,REVIEWED
355,40,1815,REVIEWED
111,17,1816,REVIEWED
204,174,1817,REVIEWED
194,8,1818,REVIEWED
20,128,1819,REVIEWED
222,120,1820,REVIEWED
212,45,1821,REVIEWED
499,4,1822,REVIEWED
296,12,1823,REVIEWED
337,17,1824,REVIEWED
492,198,1825,REVIEWED
449,72,1826,REVIEWED
364,73,1827,REVIEWED
369,123,1828,REVIEWED
104,69,1829,REVIEWED
13,172,1830,REVIEWED
140,49,1831,REVIEWED
121,177,1832,REVIEWED
230,1,1833,REVIEWED
333,12,1834,REVIEWED
448,145,1835,REVIEWED
428,112,1836,REVIEWED
287,180,1837,REVIEWED
251,60,1838,REVIEWED
367,191,1839,REVIEWED
25,74,1840,REVIEWED
187,23,1841,REVIEWED
307,95,1842,REVIEWED
234,121,1843,REVIEWED
279,42,1844,REVIEWED
192,169,1845,REVIEWED
462,96,1846,REVIEWED
372,142,1847,REVIEWED
277,38,1848,REVIEWED
165,189,1849,REVIEWED
328,89,1850,REVIEWED
209,45,1851,REVIEWED
298,103,1852,REVIEWED
191,120,1853,REVIEWED
178,197,1854,REVIEWED
150,38,1855,REVIEWED
417,173,1856,REVIEWED
385,127,1857,REVIEWED
346,139,1858,REVIEWED
209,93,1859,REVIEWED
493,111,1860,REVIEWED
45,155,1861,REVIEWED
130,36,1862,REVIEWED
171,92,1863,REVIEWED
331,120,1864,REVIEWED
231,193,1865,REVIEWED
277,175,1866,REVIEWED
85,11,1867,REVIEWED
176,130,1868,REVIEWED
471,161,1869,REVIEWED
75,154,1870,REVIEWED
175,139,1871,REVIEWED
324,191,1872,REVIEWED
82,147,1873,REVIEWED
72,53,1874,REVIEWED
423,178,1875,REVIEWED
203,21,1876,REVIEWED
422,108,1877,REVIEWED
451,29,1878,REVIEWED
257,140,1879,REVIEWED
22,134,1880,REVIEWED
54,148,1881,REVIEWED
3,66,1882,REVIEWED
479,141,1883,REVIEWED
341,43,1884,REVIEWED
379,59,1885,REVIEWED
351,182,1886,REVIEWED
404,86,1887,REVIEWED
251,30,1888,REVIEWED
167,188,1889,REVIEWED
429,96,1890,REVIEWED
281,102,1891,REVIEWED
268,169,1892,REVIEWED
420,101,1893,REVIEWED
113,148,1894,REVIEWED
180,192,1895,REVIEWED
209,177,1896,REVIEWED
385,28,1897,REVIEWED
116,164,1898,REVIEWED
330,117,1899,REVIEWED
80,178,1900,REVIEWED
459,193,1901,REVIEWED
97,184,1902,REVIEWED
1,130,1903,REVIEWED
410,28,1904,REVIEWED
254,37,1905,REVIEWED
469,19,1906,REVIEWED
356,79,1907,REVIEWED
124,194,1908,REVIEWED
208,78,1909,REVIEWED
423,54,1910,REVIEWED
278,164,1911,REVIEWED
50,49,1912,REVIEWED
13,5,1913,REVIEWED
16,76,1914,REVIEWED
62,54,1915,REVIEWED
96,199,1916,REVIEWED
349,19,1917,REVIEWED
35,65,1918,REVIEWED
232,31,1919,REVIEWED
217,92,1920,REVIEWED
339,104,1921,REVIEWED
6,179,1922,REVIEWED
306,77,1923,REVIEWED
176,100,1924,REVIEWED
192,54,1925,REVIEWED
156,110,1926,REVIEWED
318,151,1927,REVIEWED
471,123,1928,REVIEWED
326,158,1929,REVIEWED
304,11,1930,REVIEWED
348,126,1931,REVIEWED
17,128,1932,REVIEWED
164,90,1933,REVIEWED
16,66,1934,REVIEWED
359,122,1935,REVIEWED
441,99,1936,REVIEWED
386,138,1937,REVIEWED
395,26,1938,REVIEWED
217,177,1939,REVIEWED
301,159,1940,REVIEWED
451,90,1941,REVIEWED
486,176,1942,REVIEWED
252,7,1943,REVIEWED
195,10,1944,REVIEWED
493,125,1945,REVIEWED
389,23,1946,REVIEWED
244,65,1947,REVIEWED
279,24,1948,REVIEWED
43,63,1949,REVIEWED
371,184,1950,REVIEWED
324,25,1951,REVIEWED
233,98,1952,REVIEWED
384,87,1953,REVIEWED
124,155,1954,REVIEWED
241,9,1955,REVIEWED
166,80,1956,REVIEWED
283,199,1957,REVIEWED
361,116,1958,REVIEWED
111,158,1959,REVIEWED
211,25,1960,REVIEWED
6,176,1961,REVIEWED
66,152,1962,REVIEWED
442,173,1963,REVIEWED
400,8,1964,REVIEWED
479,130,1965,REVIEWED
228,18,1966,REVIEWED
258,47,1967,REVIEWED
238,71,1968,REVIEWED
357,145,1969,REVIEWED
199,138,1970,REVIEWED
335,186,1971,REVIEWED
25,65,1972,REVIEWED
300,31,1973,REVIEWED
358,133,1974,REVIEWED
252,45,1975,REVIEWED
462,116,1976,REVIEWED
151,42,1977,REVIEWED
21,75,1978,REVIEWED
308,85,1979,REVIEWED
219,29,1980,REVIEWED
352,40,1981,REVIEWED
496,20,1982,REVIEWED
102,124,1983,REVIEWED
249,64,1984,REVIEWED
3,100,1985,REVIEWED
398,191,1986,REVIEWED
414,168,1987,REVIEWED
464,46,1988,REVIEWED
396,97,1989,REVIEWED
23,78,1990,REVIEWED
94,58,1991,REVIEWED
175,175,1992,REVIEWED
299,127,1993,REVIEWED
118,183,1994,REVIEWED
228,180,1995,REVIEWED
486,30,1996,REVIEWED
52,43,1997,REVIEWED
72,34,1998,REVIEWED
380,155,1999,REVIEWED
289,7,2000,REVIEWED
