orderId:ID(Order),date,total_price,delivery_date
698,2022-06-22,96.42,2022-06-28
699,2022-06-23,87.84,2022-06-25
700,2023-05-16,110.44,2023-05-18
701,2023-07-10,115.08,2023-07-16
702,2023-06-21,101.49,2023-06-22
703,2022-03-18,81.84,2022-03-25
704,2024-02-22,52.43,2024-02-23
705,2024-05-12,31.61,2024-05-18
706,2023-12-26,6.05,2023-12-28
707,2023-06-02,47.92,2023-06-06
708,2023-09-25,81.68,2023-10-01
709,2023-09-24,80.82,2023-09-28
710,2022-01-17,66.2,2022-01-18
711,2023-02-26,6.92,2023-02-27
712,2024-01-10,66.61,2024-01-13
713,2022-10-21,62.75,2022-10-22
714,2023-12-16,54.52,2023-12-22
715,2022-07-03,110.58,2022-07-04
716,2023-06-21,32.71,2023-06-23
717,2023-09-27,34.03,2023-10-02
718,2022-12-29,96.42,2023-01-01
719,2022-03-22,115.32,2022-03-25
720,2023-04-16,32.97,2023-04-21
721,2023-12-15,39.5,2023-12-17
722,2024-04-27,14.27,2024-05-04
723,2024-05-28,92.35,2024-06-03
724,2022-04-06,48.62,2022-04-10
725,2023-07-20,11.45,2023-07-24
726,2022-01-10,24.71,2022-01-16
727,2023-05-27,54.9,2023-06-03
728,2024-03-14,70.07,2024-03-17
729,2024-05-28,107.9,2024-05-29
730,2022-02-13,29.31,2022-02-15
731,2024-06-07,107.07,2024-06-13
732,2023-05-02,10.35,2023-05-05
733,2022-03-18,111.44,2022-03-24
734,2023-07-11,80.68,2023-07-16
735,2022-07-03,41.17,2022-07-10
736,2022-08-01,21.58,2022-08-06
737,2024-04-20,99.4,2024-04-26
738,2022-03-20,23.68,2022-03-23
739,2022-09-04,100.98,2022-09-09
740,2023-02-03,108.1,2023-02-09
741,2022-12-06,91.9,2022-12-10
742,2022-05-24,118.67,2022-05-31
743,2024-01-12,62.59,2024-01-13
744,2022-12-21,16.23,2022-12-22
745,2022-08-26,13.74,2022-09-02
746,2023-09-12,75.59,2023-09-19
747,2023-09-02,116.43,2023-09-06
748,2022-12-01,77.92,2022-12-02
749,2024-03-13,61.42,2024-03-17
750,2022-12-31,113.23,2023-01-05
751,2023-03-19,83.16,2023-03-21
752,2023-11-08,14.85,2023-11-12
753,2023-09-26,96.78,2023-09-29
754,2024-01-01,14.43,2024-01-02
755,2022-06-07,86.84,2022-06-11
756,2023-10-12,90.06,2023-10-14
757,2022-11-21,17.25,2022-11-24
758,2022-01-06,56.14,2022-01-09
759,2024-02-19,16.76,2024-02-22
760,2022-03-31,54.56,2022-04-02
761,2023-07-25,63.93,2023-07-30
762,2022-04-16,15.31,2022-04-17
763,2023-07-22,73.65,2023-07-23
764,2024-03-14,104.33,2024-03-17
765,2022-01-13,52.59,2022-01-16
766,2024-03-08,88.36,2024-03-09
767,2023-07-27,70.78,2023-07-29
768,2022-06-23,48.78,2022-06-29
769,2022-05-23,39.63,2022-05-26
770,2023-05-20,12.28,2023-05-22
771,2023-03-22,53.43,2023-03-25
772,2023-05-11,13.85,2023-05-18
773,2022-09-15,87.9,2022-09-17
774,2023-05-23,75.92,2023-05-28
775,2023-04-14,20.58,2023-04-15
776,2022-01-07,43.2,2022-01-11
777,2023-09-28,97.47,2023-10-02
778,2022-12-04,43.49,2022-12-08
779,2024-04-15,103.84,2024-04-22
780,2023-09-01,39.55,2023-09-03
781,2023-09-10,28.1,2023-09-16
782,2022-11-18,115.93,2022-11-20
783,2022-11-23,89.51,2022-11-26
784,2023-10-11,116.29,2023-10-15
785,2024-03-11,42.48,2024-03-13
786,2022-10-15,95.37,2022-10-22
787,2023-01-09,112.19,2023-01-10
788,2022-07-24,119.69,2022-07-29
789,2022-07-04,93.28,2022-07-10
790,2022-01-28,58.09,2022-02-03
791,2023-12-27,55.42,2023-12-29
792,2022-10-26,84.68,2022-11-02
793,2024-04-18,96.5,2024-04-25
794,2023-02-23,62.42,2023-03-01
795,2023-10-11,32.83,2023-10-14
796,2023-11-06,87.25,2023-11-08
797,2024-03-19,13.51,2024-03-23
798,2023-09-05,71.96,2023-09-09
799,2023-07-02,111.2,2023-07-07
800,2024-06-09,53.1,2024-06-15
801,2022-02-07,116.37,2022-02-14
802,2023-12-20,66.74,2023-12-27
803,2023-10-16,17.58,2023-10-17
804,2022-09-12,81.44,2022-09-18
805,2022-06-20,75.46,2022-06-26
806,2023-07-31,82.91,2023-08-06
807,2023-02-14,43.13,2023-02-21
808,2024-03-26,17.18,2024-03-30
809,2022-04-11,30.53,2022-04-14
810,2024-02-04,69.17,2024-02-09
811,2023-12-06,30.42,2023-12-11
812,2023-01-19,58.25,2023-01-23
813,2023-11-27,84.4,2023-12-02
814,2022-06-04,119.74,2022-06-07
815,2023-05-10,38.97,2023-05-11
816,2022-03-29,100.6,2022-03-30
817,2024-01-18,45.06,2024-01-20
818,2022-12-18,95.19,2022-12-22
819,2023-06-18,45.05,2023-06-22
820,2022-04-10,88.03,2022-04-14
821,2023-04-09,12.73,2023-04-12
822,2022-02-15,86.74,2022-02-22
823,2022-01-24,44.45,2022-01-31
824,2022-04-22,97.01,2022-04-28
825,2024-01-29,64.34,2024-01-31
826,2023-07-20,43.06,2023-07-22
827,2023-03-13,31.66,2023-03-17
828,2023-02-19,26.21,2023-02-25
829,2023-10-18,54.7,2023-10-24
830,2022-01-30,75.62,2022-02-05
831,2022-07-22,73.1,2022-07-26
832,2023-02-03,86.04,2023-02-04
833,2022-07-30,91.52,2022-08-02
834,2024-04-08,12.19,2024-04-15
835,2022-04-15,105.28,2022-04-22
836,2022-07-11,42.49,2022-07-14
837,2023-04-14,35.17,2023-04-15
838,2024-06-02,65.69,2024-06-06
839,2023-10-17,73.65,2023-10-20
840,2023-09-18,72.51,2023-09-22
841,2022-12-23,102.23,2022-12-26
842,2023-09-25,98.58,2023-09-27
843,2023-12-24,39.21,2023-12-31
844,2023-09-22,14.75,2023-09-27
845,2022-05-18,18.55,2022-05-21
846,2022-11-09,26.05,2022-11-10
847,2023-12-12,63.74,2023-12-14
848,2023-03-05,20.85,2023-03-10
849,2023-01-28,26.36,2023-02-01
850,2023-10-13,84.74,2023-10-18
851,2023-10-23,68.81,2023-10-25
852,2023-05-17,21.13,2023-05-20
853,2022-11-19,56.87,2022-11-26
854,2022-02-24,46.29,2022-03-03
855,2022-01-10,20.7,2022-01-14
856,2024-04-14,115.84,2024-04-18
857,2023-06-02,61.92,2023-06-08
858,2023-12-03,52.8,2023-12-07
859,2024-05-10,61.2,2024-05-14
860,2022-03-26,8.55,2022-03-31
861,2024-02-19,38.59,2024-02-21
862,2022-10-09,66.82,2022-10-11
863,2022-06-22,57.59,2022-06-29
864,2024-01-31,93.08,2024-02-07
865,2023-07-17,18.02,2023-07-22
866,2022-04-27,94.14,2022-04-30
867,2024-04-23,67.33,2024-04-26
868,2024-02-14,92.4,2024-02-15
869,2023-03-28,30.13,2023-04-02
870,2023-03-12,89.64,2023-03-13
871,2023-11-01,33.47,2023-11-08
872,2024-06-14,56.72,2024-06-15
873,2022-12-23,98.92,2022-12-30
874,2023-03-26,119.31,2023-04-02
875,2024-03-05,32.25,2024-03-12
876,2024-04-10,72.61,2024-04-16
877,2022-12-26,86.74,2023-01-02
878,2023-10-10,24.09,2023-10-14
879,2022-05-23,28.76,2022-05-30
880,2022-07-31,11.83,2022-08-07
881,2022-12-26,37.32,2022-12-31
882,2023-07-06,42.22,2023-07-08
883,2023-12-22,38.27,2023-12-25
884,2022-10-01,64.16,2022-10-08
885,2023-11-27,15.95,2023-12-04
886,2024-02-08,52.33,2024-02-15
887,2022-03-02,104.71,2022-03-05
888,2022-05-10,104.6,2022-05-16
889,2022-09-13,86.81,2022-09-15
890,2024-04-28,92.57,2024-04-30
891,2023-11-24,61.29,2023-11-28
892,2023-08-15,35.9,2023-08-21
893,2023-03-01,56.98,2023-03-05
894,2023-10-11,106.21,2023-10-18
895,2022-04-06,64.3,2022-04-10
896,2022-10-12,112.68,2022-10-18
897,2023-01-13,114.28,2023-01-17
898,2022-12-02,5.28,2022-12-07
899,2024-03-03,89.26,2024-03-10
900,2024-01-19,78.01,2024-01-23
901,2023-12-16,102.76,2023-12-19
902,2024-03-25,50.74,2024-03-30
903,2023-03-16,29.36,2023-03-23
904,2022-10-02,100.26,2022-10-05
905,2022-12-12,71.46,2022-12-17
906,2023-08-03,60.81,2023-08-10
907,2022-12-18,92.66,2022-12-24
908,2022-02-17,77.01,2022-02-18
909,2024-05-06,6.87,2024-05-10
910,2024-05-28,55.75,2024-05-30
911,2022-01-01,28.27,2022-01-05
912,2023-12-07,106.45,2023-12-09
913,2022-11-06,105.56,2022-11-08
914,2024-06-16,15.73,2024-06-19
915,2023-01-05,14.48,2023-01-08
916,2023-11-12,24.04,2023-11-18
917,2023-02-10,40.13,2023-02-16
918,2023-12-18,31.93,2023-12-25
919,2023-11-03,85.93,2023-11-04
920,2022-01-02,59.83,2022-01-04
921,2022-05-16,31.01,2022-05-21
922,2023-11-28,6.07,2023-12-02
923,2023-12-14,98.97,2023-12-17
924,2024-05-30,84.81,2024-06-03
925,2023-05-05,31.33,2023-05-06
926,2022-04-02,97.69,2022-04-08
927,2022-04-16,47.27,2022-04-19
928,2022-11-03,49.01,2022-11-05
929,2024-04-12,105.57,2024-04-19
930,2023-10-19,21.43,2023-10-25
931,2023-06-28,5.97,2023-07-03
932,2023-10-28,55.61,2023-10-30
933,2024-01-10,77.23,2024-01-12
934,2022-06-05,75.85,2022-06-09
935,2023-03-30,29.98,2023-04-06
936,2022-04-13,91.53,2022-04-15
937,2023-08-27,49.16,2023-09-02
938,2023-03-16,95.97,2023-03-19
939,2022-09-11,79.13,2022-09-14
940,2022-09-12,74.11,2022-09-17
941,2024-01-09,37.77,2024-01-14
942,2023-12-09,102.51,2023-12-10
943,2023-11-06,28.63,2023-11-09
944,2023-09-14,26.69,2023-09-19
945,2023-02-06,79.31,2023-02-09
946,2024-03-13,114.79,2024-03-20
947,2023-05-22,17.97,2023-05-26
948,2023-05-27,73.3,2023-06-02
949,2023-06-25,118.49,2023-06-26
950,2022-11-21,49.49,2022-11-23
951,2024-05-09,53.4,2024-05-14
952,2023-07-14,24.87,2023-07-20
953,2023-04-28,13.39,2023-05-05
954,2023-08-25,6.59,2023-08-26
955,2022-08-09,111.1,2022-08-10
956,2024-03-19,63.26,2024-03-23
957,2023-10-06,62.62,2023-10-12
958,2023-03-02,85.71,2023-03-06
959,2022-03-26,66.7,2022-04-01
960,2023-09-23,36.91,2023-09-25
961,2022-11-14,63.8,2022-11-15
962,2022-07-28,22.87,2022-08-04
963,2022-12-01,72.44,2022-12-05
964,2024-02-21,79.73,2024-02-28
965,2023-10-21,40.67,2023-10-22
966,2023-03-24,114.64,2023-03-30
967,2022-09-02,33.12,2022-09-03
968,2023-03-21,57.14,2023-03-22
969,2023-09-16,40.57,2023-09-17
970,2024-01-30,90.18,2024-02-05
971,2022-05-03,86.41,2022-05-04
972,2023-12-20,23.84,2023-12-21
973,2022-12-22,64.48,2022-12-27
974,2024-04-22,34.81,2024-04-28
975,2023-01-16,91.22,2023-01-18
976,2024-06-13,89.29,2024-06-16
977,2022-05-01,108.49,2022-05-08
978,2022-12-10,54.37,2022-12-17
979,2023-06-21,35.24,2023-06-22
980,2023-08-14,13.86,2023-08-20
981,2023-04-12,46.41,2023-04-17
982,2023-05-27,70.19,2023-06-03
983,2023-01-12,34.34,2023-01-14
984,2022-04-16,82.52,2022-04-21
985,2022-04-29,90.19,2022-05-01
986,2022-01-03,103.75,2022-01-04
987,2022-01-13,10.29,2022-01-15
988,2023-01-08,110.83,2023-01-12
989,2022-07-03,9.07,2022-07-10
990,2024-04-02,90.18,2024-04-08
991,2023-03-06,42.01,2023-03-08
992,2023-03-03,41.79,2023-03-09
993,2024-04-25,70.73,2024-04-26
994,2022-05-03,82.43,2022-05-08
995,2022-02-23,30.67,2022-02-25
996,2023-06-13,114.72,2023-06-14
997,2022-03-12,104.59,2022-03-16
998,2024-03-03,40.73,2024-03-10
999,2022-03-30,57.53,2022-04-04
1000,2023-01-13,38.53,2023-01-15
