reviewId:ID(Review),rating,review_text,review_time
528,1,Perfect voor tussendoor.,2026-05-08
529,3,Heel tevreden over deze bestelling.,2026-02-21
530,2,Heel tevreden over deze bestelling.,2025-11-14
531,4,Perfect voor tussendoor.,2025-11-12
532,4,Goede kwaliteit en snelle levering.,2025-06-09
533,5,Mijn favoriete snack tot nu toe.,2025-06-24
534,3,Goede kwaliteit en snelle levering.,2026-02-22
535,5,Heel tevreden over deze bestelling.,2025-08-27
536,2,Prijs kwaliteit is uitstekend.,2026-05-23
537,1,Zou opnieuw bestellen.,2025-09-29
538,5,Heel tevreden over deze bestelling.,2025-08-25
539,4,Prijs kwaliteit is uitstekend.,2026-01-18
540,4,Smaak was beter dan verwacht.,2026-03-06
541,3,Prijs kwaliteit is uitstekend.,2026-03-28
542,1,Heel tevreden over deze bestelling.,2025-07-14
543,1,Prijs kwaliteit is uitstekend.,2026-02-08
544,1,Goede kwaliteit en snelle levering.,2025-07-24
545,1,Perfect voor tussendoor.,2025-07-22
546,1,Prijs kwaliteit is uitstekend.,2026-05-02
547,4,Perfect voor tussendoor.,2026-01-25
548,5,Prijs kwaliteit is uitstekend.,2026-04-26
549,2,De kinderen vonden het heerlijk.,2025-12-27
550,2,Goede prijs voor de kwaliteit.,2025-12-12
551,5,Goede prijs voor de kwaliteit.,2025-06-14
552,3,Prijs kwaliteit is uitstekend.,2025-12-21
553,2,De kinderen vonden het heerlijk.,2026-01-31
554,4,Zou opnieuw bestellen.,2026-01-04
555,1,De kinderen vonden het heerlijk.,2025-07-26
556,2,Heel tevreden over deze bestelling.,2025-08-13
557,4,Erg lekkere snack!,2025-11-29
558,4,De kinderen vonden het heerlijk.,2025-12-12
559,4,Heel tevreden over deze bestelling.,2026-03-09
560,3,Heel tevreden over deze bestelling.,2026-02-19
561,5,Perfect voor tussendoor.,2026-01-21
562,2,Zou opnieuw bestellen.,2025-05-27
563,2,Perfect voor tussendoor.,2026-04-25
564,5,Heel tevreden over deze bestelling.,2025-10-23
565,5,De kinderen vonden het heerlijk.,2026-03-17
566,4,Prijs kwaliteit is uitstekend.,2026-01-14
567,2,Smaak was beter dan verwacht.,2025-06-27
568,1,Perfect voor tussendoor.,2025-11-16
569,1,De kinderen vonden het heerlijk.,2026-02-16
570,1,Zou opnieuw bestellen.,2025-11-12
571,5,Goede prijs voor de kwaliteit.,2026-05-04
572,1,Prijs kwaliteit is uitstekend.,2025-07-28
573,5,Prijs kwaliteit is uitstekend.,2025-09-21
574,2,Smaak was beter dan verwacht.,2025-12-20
575,1,Prijs kwaliteit is uitstekend.,2026-02-16
576,1,Perfect voor tussendoor.,2026-01-20
577,5,Prijs kwaliteit is uitstekend.,2025-11-02
578,2,De kinderen vonden het heerlijk.,2025-12-11
579,3,Heel tevreden over deze bestelling.,2025-09-28
580,5,Smaak was beter dan verwacht.,2025-12-18
581,3,Smaak was beter dan verwacht.,2025-09-04
582,4,Perfect voor tussendoor.,2026-04-04
583,4,Smaak was beter dan verwacht.,2026-02-09
584,3,Smaak was beter dan verwacht.,2025-10-25
585,1,Goede prijs voor de kwaliteit.,2026-01-31
586,2,Erg lekkere snack!,2026-01-11
587,5,Goede prijs voor de kwaliteit.,2025-08-01
588,4,Zou opnieuw bestellen.,2026-03-07
589,2,Smaak was beter dan verwacht.,2026-01-27
590,4,Goede prijs voor de kwaliteit.,2026-01-19
591,4,De kinderen vonden het heerlijk.,2025-06-23
592,3,Zou opnieuw bestellen.,2025-09-16
593,4,Perfect voor tussendoor.,2026-02-27
594,3,Mijn favoriete snack tot nu toe.,2026-03-14
595,5,Perfect voor tussendoor.,2026-02-19
596,5,Erg lekkere snack!,2025-08-29
597,1,Goede kwaliteit en snelle levering.,2025-06-16
598,1,Erg lekkere snack!,2025-10-25
599,2,Prijs kwaliteit is uitstekend.,2026-04-20
600,2,Erg lekkere snack!,2026-02-02
601,5,Perfect voor tussendoor.,2025-11-14
602,1,Goede prijs voor de kwaliteit.,2025-07-02
603,5,Perfect voor tussendoor.,2025-06-21
604,4,Erg lekkere snack!,2026-05-21
605,5,De kinderen vonden het heerlijk.,2025-10-26
606,1,Erg lekkere snack!,2025-08-26
607,3,De kinderen vonden het heerlijk.,2025-12-29
608,1,De kinderen vonden het heerlijk.,2025-06-01
609,4,Mijn favoriete snack tot nu toe.,2026-03-31
610,1,De kinderen vonden het heerlijk.,2026-03-09
611,2,Prijs kwaliteit is uitstekend.,2025-07-11
612,5,Zou opnieuw bestellen.,2025-11-24
613,3,Heel tevreden over deze bestelling.,2026-04-14
614,3,Heel tevreden over deze bestelling.,2025-10-01
615,5,Prijs kwaliteit is uitstekend.,2025-06-02
616,2,Zou opnieuw bestellen.,2025-06-08
617,1,Erg lekkere snack!,2026-04-07
618,4,Heel tevreden over deze bestelling.,2025-11-12
619,5,Perfect voor tussendoor.,2026-04-26
620,1,Mijn favoriete snack tot nu toe.,2026-04-12
621,4,Heel tevreden over deze bestelling.,2025-06-28
622,3,Goede prijs voor de kwaliteit.,2026-04-06
623,5,Erg lekkere snack!,2026-01-27
624,2,Goede prijs voor de kwaliteit.,2025-09-23
625,3,Erg lekkere snack!,2026-04-16
626,3,De kinderen vonden het heerlijk.,2025-08-09
627,1,Mijn favoriete snack tot nu toe.,2025-12-14
628,1,Prijs kwaliteit is uitstekend.,2025-07-28
629,2,Heel tevreden over deze bestelling.,2026-04-15
630,3,Mijn favoriete snack tot nu toe.,2025-08-09
631,2,Goede prijs voor de kwaliteit.,2025-11-06
632,5,Smaak was beter dan verwacht.,2025-11-09
633,2,Goede kwaliteit en snelle levering.,2025-09-10
634,3,Erg lekkere snack!,2026-04-04
635,4,Prijs kwaliteit is uitstekend.,2026-04-16
636,3,Goede prijs voor de kwaliteit.,2025-07-14
637,5,Heel tevreden over deze bestelling.,2025-12-08
638,1,Zou opnieuw bestellen.,2025-10-06
639,4,Prijs kwaliteit is uitstekend.,2025-11-23
640,5,Heel tevreden over deze bestelling.,2025-10-15
641,2,Goede prijs voor de kwaliteit.,2025-06-20
642,4,Goede kwaliteit en snelle levering.,2025-07-12
643,3,Prijs kwaliteit is uitstekend.,2026-04-17
644,1,Zou opnieuw bestellen.,2026-03-07
645,4,Mijn favoriete snack tot nu toe.,2025-11-06
646,3,Smaak was beter dan verwacht.,2026-03-31
647,1,Erg lekkere snack!,2025-12-18
648,4,Smaak was beter dan verwacht.,2026-01-06
649,1,Mijn favoriete snack tot nu toe.,2026-04-10
650,2,Heel tevreden over deze bestelling.,2025-10-07
651,5,De kinderen vonden het heerlijk.,2025-09-04
652,4,Goede kwaliteit en snelle levering.,2026-05-11
653,1,Smaak was beter dan verwacht.,2025-08-14
654,1,Goede prijs voor de kwaliteit.,2025-07-22
655,3,Heel tevreden over deze bestelling.,2026-05-18
656,3,Heel tevreden over deze bestelling.,2025-11-07
657,1,De kinderen vonden het heerlijk.,2026-01-20
658,5,De kinderen vonden het heerlijk.,2026-02-27
659,4,Mijn favoriete snack tot nu toe.,2026-03-14
660,3,Zou opnieuw bestellen.,2026-01-07
661,4,Mijn favoriete snack tot nu toe.,2026-04-22
662,2,Heel tevreden over deze bestelling.,2026-01-03
663,4,Zou opnieuw bestellen.,2025-09-19
664,1,Smaak was beter dan verwacht.,2026-01-16
665,2,Perfect voor tussendoor.,2025-07-24
666,5,Prijs kwaliteit is uitstekend.,2025-10-02
667,1,Mijn favoriete snack tot nu toe.,2025-12-20
668,1,Heel tevreden over deze bestelling.,2025-12-05
669,5,Heel tevreden over deze bestelling.,2025-12-07
670,4,Smaak was beter dan verwacht.,2025-10-16
671,5,Mijn favoriete snack tot nu toe.,2025-12-22
672,3,Goede prijs voor de kwaliteit.,2025-06-03
673,2,Perfect voor tussendoor.,2025-12-15
674,2,Heel tevreden over deze bestelling.,2025-12-12
675,3,Perfect voor tussendoor.,2025-08-03
676,2,Smaak was beter dan verwacht.,2025-11-13
677,3,Heel tevreden over deze bestelling.,2025-11-19
678,1,Goede prijs voor de kwaliteit.,2026-02-11
679,5,De kinderen vonden het heerlijk.,2026-02-21
680,5,Erg lekkere snack!,2025-09-30
681,2,Perfect voor tussendoor.,2025-12-26
682,1,Heel tevreden over deze bestelling.,2025-06-14
683,4,Mijn favoriete snack tot nu toe.,2025-07-04
684,3,Prijs kwaliteit is uitstekend.,2026-01-15
685,2,Heel tevreden over deze bestelling.,2025-11-12
686,1,Perfect voor tussendoor.,2025-07-22
687,4,Goede prijs voor de kwaliteit.,2025-10-31
688,5,De kinderen vonden het heerlijk.,2025-06-04
689,4,De kinderen vonden het heerlijk.,2026-05-06
690,3,De kinderen vonden het heerlijk.,2025-07-24
691,1,Goede kwaliteit en snelle levering.,2026-01-17
692,3,Mijn favoriete snack tot nu toe.,2025-06-27
693,5,Erg lekkere snack!,2025-08-09
694,4,Smaak was beter dan verwacht.,2025-10-16
695,1,Erg lekkere snack!,2026-04-04
696,3,Prijs kwaliteit is uitstekend.,2025-09-05
697,5,De kinderen vonden het heerlijk.,2025-07-31
698,5,Prijs kwaliteit is uitstekend.,2025-10-08
699,3,Heel tevreden over deze bestelling.,2025-09-29
700,5,De kinderen vonden het heerlijk.,2026-03-08
701,3,Erg lekkere snack!,2025-09-19
702,1,Zou opnieuw bestellen.,2025-10-24
703,1,Goede kwaliteit en snelle levering.,2026-03-13
704,3,Zou opnieuw bestellen.,2025-11-30
705,4,Prijs kwaliteit is uitstekend.,2025-08-31
706,4,Smaak was beter dan verwacht.,2025-09-23
707,1,Perfect voor tussendoor.,2025-06-02
708,4,Smaak was beter dan verwacht.,2026-04-20
709,3,Erg lekkere snack!,2025-05-26
710,1,Erg lekkere snack!,2025-11-30
711,1,Mijn favoriete snack tot nu toe.,2026-01-20
712,5,Mijn favoriete snack tot nu toe.,2025-08-15
713,2,Smaak was beter dan verwacht.,2025-08-11
714,4,Perfect voor tussendoor.,2026-01-26
715,4,Mijn favoriete snack tot nu toe.,2026-02-18
716,4,Heel tevreden over deze bestelling.,2026-05-10
717,5,Prijs kwaliteit is uitstekend.,2025-10-06
718,5,Heel tevreden over deze bestelling.,2025-11-06
719,1,Prijs kwaliteit is uitstekend.,2026-02-08
720,3,Goede kwaliteit en snelle levering.,2025-08-02
721,1,De kinderen vonden het heerlijk.,2026-02-18
722,3,Smaak was beter dan verwacht.,2026-02-13
723,4,Goede kwaliteit en snelle levering.,2026-01-10
724,4,De kinderen vonden het heerlijk.,2025-07-01
725,3,Goede prijs voor de kwaliteit.,2025-11-07
726,5,Heel tevreden over deze bestelling.,2025-07-28
727,1,Smaak was beter dan verwacht.,2025-11-25
728,4,Goede prijs voor de kwaliteit.,2026-02-25
729,3,Goede prijs voor de kwaliteit.,2025-07-26
730,1,Mijn favoriete snack tot nu toe.,2025-12-15
731,1,Prijs kwaliteit is uitstekend.,2025-12-19
732,1,Mijn favoriete snack tot nu toe.,2025-11-14
733,2,De kinderen vonden het heerlijk.,2025-11-07
734,4,Goede prijs voor de kwaliteit.,2026-03-15
735,5,Heel tevreden over deze bestelling.,2025-10-20
736,2,Perfect voor tussendoor.,2025-07-03
737,5,Mijn favoriete snack tot nu toe.,2025-08-13
738,2,Perfect voor tussendoor.,2025-12-28
739,2,Mijn favoriete snack tot nu toe.,2025-12-14
740,4,Goede prijs voor de kwaliteit.,2026-04-27
741,3,Erg lekkere snack!,2025-09-18
742,2,Prijs kwaliteit is uitstekend.,2025-11-09
743,5,De kinderen vonden het heerlijk.,2025-06-24
744,4,Heel tevreden over deze bestelling.,2025-06-08
745,4,Heel tevreden over deze bestelling.,2025-05-26
746,4,Perfect voor tussendoor.,2026-02-28
747,1,Goede prijs voor de kwaliteit.,2026-05-09
748,2,Zou opnieuw bestellen.,2026-05-08
749,3,Prijs kwaliteit is uitstekend.,2025-08-22
750,3,Mijn favoriete snack tot nu toe.,2025-10-02
751,5,Perfect voor tussendoor.,2025-08-16
752,5,Goede kwaliteit en snelle levering.,2025-08-04
753,1,Zou opnieuw bestellen.,2025-08-19
754,3,De kinderen vonden het heerlijk.,2026-05-03
755,4,De kinderen vonden het heerlijk.,2026-02-02
756,4,Goede kwaliteit en snelle levering.,2025-06-24
757,2,Zou opnieuw bestellen.,2026-05-08
758,4,Zou opnieuw bestellen.,2025-11-27
759,1,Perfect voor tussendoor.,2026-03-25
760,2,Prijs kwaliteit is uitstekend.,2025-07-27
761,3,Goede prijs voor de kwaliteit.,2025-07-05
762,4,Mijn favoriete snack tot nu toe.,2025-07-13
763,2,Prijs kwaliteit is uitstekend.,2026-02-08
764,1,Goede prijs voor de kwaliteit.,2025-11-26
765,5,Zou opnieuw bestellen.,2025-07-23
766,5,Mijn favoriete snack tot nu toe.,2025-12-10
767,3,Zou opnieuw bestellen.,2025-08-04
768,3,De kinderen vonden het heerlijk.,2025-06-11
769,1,Mijn favoriete snack tot nu toe.,2025-10-26
770,1,Zou opnieuw bestellen.,2025-06-23
771,2,Mijn favoriete snack tot nu toe.,2026-01-17
772,2,Smaak was beter dan verwacht.,2026-01-18
773,4,Perfect voor tussendoor.,2026-03-13
774,5,Zou opnieuw bestellen.,2025-07-07
775,4,Heel tevreden over deze bestelling.,2025-10-05
776,1,Goede kwaliteit en snelle levering.,2025-10-30
777,5,Zou opnieuw bestellen.,2025-06-03
778,3,Perfect voor tussendoor.,2025-09-17
779,3,Goede prijs voor de kwaliteit.,2026-05-23
780,1,Perfect voor tussendoor.,2025-07-03
781,3,Goede kwaliteit en snelle levering.,2025-08-24
782,4,Prijs kwaliteit is uitstekend.,2025-10-17
783,2,Perfect voor tussendoor.,2026-01-07
784,3,Zou opnieuw bestellen.,2025-12-03
785,5,Goede prijs voor de kwaliteit.,2026-03-19
786,5,Perfect voor tussendoor.,2025-11-30
787,1,Erg lekkere snack!,2026-04-04
788,4,Erg lekkere snack!,2026-03-22
789,2,Perfect voor tussendoor.,2025-10-03
790,1,Heel tevreden over deze bestelling.,2026-02-10
791,2,Zou opnieuw bestellen.,2026-03-04
792,3,Goede kwaliteit en snelle levering.,2025-06-23
793,3,Zou opnieuw bestellen.,2026-04-12
794,3,Mijn favoriete snack tot nu toe.,2026-04-28
795,4,Zou opnieuw bestellen.,2025-05-31
796,2,Heel tevreden over deze bestelling.,2025-06-23
797,1,Goede kwaliteit en snelle levering.,2026-05-24
798,2,Perfect voor tussendoor.,2026-04-15
799,2,Goede prijs voor de kwaliteit.,2026-01-29
800,5,Perfect voor tussendoor.,2026-05-20
801,1,Smaak was beter dan verwacht.,2026-03-24
802,4,Mijn favoriete snack tot nu toe.,2025-09-22
803,1,Prijs kwaliteit is uitstekend.,2025-11-09
804,1,Goede kwaliteit en snelle levering.,2026-04-02
805,3,Smaak was beter dan verwacht.,2025-12-22
806,2,Heel tevreden over deze bestelling.,2026-03-17
807,2,Goede kwaliteit en snelle levering.,2025-08-26
808,5,Erg lekkere snack!,2025-07-16
809,2,Perfect voor tussendoor.,2025-11-26
810,2,Mijn favoriete snack tot nu toe.,2025-10-26
811,5,Perfect voor tussendoor.,2026-02-02
812,1,Goede kwaliteit en snelle levering.,2026-03-14
813,1,Goede prijs voor de kwaliteit.,2025-11-09
814,3,Heel tevreden over deze bestelling.,2025-12-14
815,2,Prijs kwaliteit is uitstekend.,2026-01-03
816,1,Prijs kwaliteit is uitstekend.,2025-08-14
817,5,Goede prijs voor de kwaliteit.,2025-07-17
818,3,Erg lekkere snack!,2025-06-21
819,3,Prijs kwaliteit is uitstekend.,2025-09-01
820,5,De kinderen vonden het heerlijk.,2026-02-17
821,4,Zou opnieuw bestellen.,2025-06-28
822,1,Prijs kwaliteit is uitstekend.,2025-09-13
823,4,Goede kwaliteit en snelle levering.,2026-01-21
824,4,Goede prijs voor de kwaliteit.,2026-04-18
825,5,Erg lekkere snack!,2025-11-21
826,3,Mijn favoriete snack tot nu toe.,2025-11-07
827,5,Heel tevreden over deze bestelling.,2025-11-18
828,5,Mijn favoriete snack tot nu toe.,2025-09-25
829,1,Erg lekkere snack!,2025-07-28
830,1,Erg lekkere snack!,2026-01-10
831,2,Erg lekkere snack!,2026-04-24
832,4,De kinderen vonden het heerlijk.,2025-12-29
833,5,Heel tevreden over deze bestelling.,2025-10-20
834,4,Goede kwaliteit en snelle levering.,2025-07-01
835,5,De kinderen vonden het heerlijk.,2025-07-13
836,2,Zou opnieuw bestellen.,2026-04-12
837,3,Goede kwaliteit en snelle levering.,2025-09-05
838,2,Mijn favoriete snack tot nu toe.,2025-08-23
839,3,Heel tevreden over deze bestelling.,2025-07-28
840,1,Zou opnieuw bestellen.,2025-06-01
841,4,Prijs kwaliteit is uitstekend.,2026-04-25
842,2,Goede kwaliteit en snelle levering.,2025-10-14
843,1,Perfect voor tussendoor.,2025-07-15
844,5,Erg lekkere snack!,2025-12-17
845,2,Goede kwaliteit en snelle levering.,2026-05-18
846,2,Erg lekkere snack!,2026-03-02
847,4,Smaak was beter dan verwacht.,2025-08-30
848,5,Zou opnieuw bestellen.,2026-02-28
849,3,Mijn favoriete snack tot nu toe.,2026-01-07
850,1,Erg lekkere snack!,2025-12-04
851,4,Zou opnieuw bestellen.,2025-08-29
852,1,Zou opnieuw bestellen.,2025-05-25
853,5,Goede kwaliteit en snelle levering.,2025-09-12
854,4,De kinderen vonden het heerlijk.,2025-11-21
855,1,Perfect voor tussendoor.,2025-08-07
856,2,Smaak was beter dan verwacht.,2026-03-05
857,3,Goede kwaliteit en snelle levering.,2025-08-04
858,1,Prijs kwaliteit is uitstekend.,2025-09-06
859,1,Erg lekkere snack!,2026-05-18
860,2,Erg lekkere snack!,2025-09-25
861,3,Heel tevreden over deze bestelling.,2026-03-09
862,2,Erg lekkere snack!,2025-08-14
863,4,Prijs kwaliteit is uitstekend.,2025-12-11
864,2,Heel tevreden over deze bestelling.,2025-12-12
865,3,Goede kwaliteit en snelle levering.,2025-08-05
866,3,Goede kwaliteit en snelle levering.,2025-09-09
867,1,Mijn favoriete snack tot nu toe.,2026-01-30
868,5,Erg lekkere snack!,2025-10-31
869,1,Perfect voor tussendoor.,2025-12-31
870,3,Smaak was beter dan verwacht.,2026-04-10
871,5,Perfect voor tussendoor.,2026-05-20
872,3,Prijs kwaliteit is uitstekend.,2025-12-26
873,5,Zou opnieuw bestellen.,2025-07-10
874,2,Perfect voor tussendoor.,2025-11-17
875,5,Perfect voor tussendoor.,2026-02-13
876,5,Prijs kwaliteit is uitstekend.,2026-03-08
877,1,Heel tevreden over deze bestelling.,2026-05-12
878,2,De kinderen vonden het heerlijk.,2025-11-28
879,1,Smaak was beter dan verwacht.,2026-05-24
880,4,Zou opnieuw bestellen.,2026-04-01
881,2,De kinderen vonden het heerlijk.,2026-01-23
882,4,Perfect voor tussendoor.,2026-04-24
883,2,Zou opnieuw bestellen.,2026-04-07
884,1,Prijs kwaliteit is uitstekend.,2025-08-31
885,4,Smaak was beter dan verwacht.,2025-10-02
886,1,Goede prijs voor de kwaliteit.,2026-04-06
887,5,Mijn favoriete snack tot nu toe.,2025-07-02
888,4,Goede kwaliteit en snelle levering.,2025-07-25
889,5,Erg lekkere snack!,2025-10-14
890,2,Prijs kwaliteit is uitstekend.,2025-12-26
891,3,Smaak was beter dan verwacht.,2025-11-04
892,3,Smaak was beter dan verwacht.,2025-10-05
893,3,Prijs kwaliteit is uitstekend.,2026-04-16
894,2,Mijn favoriete snack tot nu toe.,2025-07-29
895,1,Mijn favoriete snack tot nu toe.,2026-03-31
896,2,Perfect voor tussendoor.,2025-09-28
897,3,Heel tevreden over deze bestelling.,2026-03-24
898,5,Smaak was beter dan verwacht.,2026-02-07
899,4,Zou opnieuw bestellen.,2025-09-29
900,3,Goede kwaliteit en snelle levering.,2026-04-08
901,2,Zou opnieuw bestellen.,2025-05-29
902,5,Erg lekkere snack!,2026-02-03
903,3,Mijn favoriete snack tot nu toe.,2026-04-08
904,2,Smaak was beter dan verwacht.,2025-11-03
905,5,Erg lekkere snack!,2025-06-12
906,3,Zou opnieuw bestellen.,2026-02-24
907,1,Heel tevreden over deze bestelling.,2025-10-05
908,5,De kinderen vonden het heerlijk.,2026-01-17
909,1,Perfect voor tussendoor.,2026-04-02
910,2,Goede kwaliteit en snelle levering.,2026-05-18
911,1,Prijs kwaliteit is uitstekend.,2026-03-19
912,2,Heel tevreden over deze bestelling.,2025-11-15
913,1,Goede prijs voor de kwaliteit.,2025-07-28
914,3,Goede kwaliteit en snelle levering.,2026-05-13
915,1,Prijs kwaliteit is uitstekend.,2025-06-28
916,4,Mijn favoriete snack tot nu toe.,2026-04-07
917,3,Goede kwaliteit en snelle levering.,2026-05-03
918,4,Erg lekkere snack!,2026-02-27
919,5,Heel tevreden over deze bestelling.,2025-11-03
920,4,Erg lekkere snack!,2025-11-10
921,4,Mijn favoriete snack tot nu toe.,2025-11-24
922,2,Mijn favoriete snack tot nu toe.,2026-01-04
923,3,Perfect voor tussendoor.,2026-03-09
924,1,Goede prijs voor de kwaliteit.,2025-07-11
925,5,Prijs kwaliteit is uitstekend.,2025-06-27
926,3,Perfect voor tussendoor.,2025-10-26
927,5,Perfect voor tussendoor.,2026-04-23
928,1,Zou opnieuw bestellen.,2025-11-09
929,2,Heel tevreden over deze bestelling.,2026-02-11
930,5,Prijs kwaliteit is uitstekend.,2025-07-06
931,5,Erg lekkere snack!,2025-11-10
932,3,Perfect voor tussendoor.,2025-08-19
933,4,Smaak was beter dan verwacht.,2025-08-08
934,5,Smaak was beter dan verwacht.,2025-11-07
935,3,Mijn favoriete snack tot nu toe.,2026-05-11
936,3,Goede prijs voor de kwaliteit.,2026-02-01
937,1,Zou opnieuw bestellen.,2026-04-25
938,4,De kinderen vonden het heerlijk.,2025-11-22
939,5,Prijs kwaliteit is uitstekend.,2026-03-04
940,1,Prijs kwaliteit is uitstekend.,2025-06-22
941,2,Zou opnieuw bestellen.,2025-08-24
942,1,Prijs kwaliteit is uitstekend.,2025-08-03
943,4,Smaak was beter dan verwacht.,2026-02-25
944,2,Prijs kwaliteit is uitstekend.,2025-07-25
945,3,Smaak was beter dan verwacht.,2025-07-26
946,1,Smaak was beter dan verwacht.,2025-08-07
947,5,Mijn favoriete snack tot nu toe.,2025-08-09
948,2,Perfect voor tussendoor.,2025-08-20
949,3,Mijn favoriete snack tot nu toe.,2025-09-15
950,1,Goede kwaliteit en snelle levering.,2026-04-26
951,2,Goede prijs voor de kwaliteit.,2026-02-01
952,1,De kinderen vonden het heerlijk.,2025-09-22
953,1,Smaak was beter dan verwacht.,2025-07-14
954,2,Mijn favoriete snack tot nu toe.,2025-12-01
955,2,Smaak was beter dan verwacht.,2026-04-24
956,1,Mijn favoriete snack tot nu toe.,2025-07-28
957,2,Goede kwaliteit en snelle levering.,2025-08-28
958,3,Goede kwaliteit en snelle levering.,2025-11-14
959,4,Goede prijs voor de kwaliteit.,2026-04-03
960,3,Zou opnieuw bestellen.,2025-12-10
961,2,Mijn favoriete snack tot nu toe.,2025-10-13
962,4,Smaak was beter dan verwacht.,2026-02-24
963,5,Goede prijs voor de kwaliteit.,2025-11-23
964,2,Goede prijs voor de kwaliteit.,2026-02-24
965,4,Zou opnieuw bestellen.,2025-06-06
966,3,Mijn favoriete snack tot nu toe.,2026-02-23
967,1,Goede prijs voor de kwaliteit.,2025-11-05
968,5,Erg lekkere snack!,2026-02-20
969,5,Smaak was beter dan verwacht.,2025-07-15
970,2,Goede prijs voor de kwaliteit.,2026-04-01
971,4,Mijn favoriete snack tot nu toe.,2025-12-06
972,1,Prijs kwaliteit is uitstekend.,2025-11-28
973,3,Mijn favoriete snack tot nu toe.,2025-07-03
974,1,Smaak was beter dan verwacht.,2025-10-08
975,1,Zou opnieuw bestellen.,2026-02-06
976,2,Goede kwaliteit en snelle levering.,2025-11-26
977,3,Goede kwaliteit en snelle levering.,2026-05-24
978,1,Heel tevreden over deze bestelling.,2025-10-12
979,4,Mijn favoriete snack tot nu toe.,2025-10-25
980,4,Heel tevreden over deze bestelling.,2025-11-26
981,5,Heel tevreden over deze bestelling.,2026-04-03
982,4,Goede prijs voor de kwaliteit.,2025-06-25
983,2,Mijn favoriete snack tot nu toe.,2025-10-05
984,1,Erg lekkere snack!,2025-12-25
985,1,Smaak was beter dan verwacht.,2026-01-11
986,1,Goede kwaliteit en snelle levering.,2025-11-30
987,2,Heel tevreden over deze bestelling.,2026-03-03
988,1,De kinderen vonden het heerlijk.,2026-04-07
989,3,Goede prijs voor de kwaliteit.,2025-07-14
990,4,Erg lekkere snack!,2025-10-16
991,2,Goede prijs voor de kwaliteit.,2025-10-14
992,2,Erg lekkere snack!,2026-04-03
993,3,Prijs kwaliteit is uitstekend.,2026-02-16
994,4,De kinderen vonden het heerlijk.,2025-08-21
995,3,Zou opnieuw bestellen.,2025-12-23
996,2,Goede kwaliteit en snelle levering.,2026-04-29
997,4,Goede prijs voor de kwaliteit.,2025-08-16
998,4,Mijn favoriete snack tot nu toe.,2026-04-27
999,3,Erg lekkere snack!,2025-10-18
1000,1,Zou opnieuw bestellen.,2025-06-20
1001,5,Perfect voor tussendoor.,2026-02-11
1002,1,Erg lekkere snack!,2026-02-08
1003,2,Zou opnieuw bestellen.,2026-04-13
1004,4,Goede kwaliteit en snelle levering.,2025-12-18
1005,4,Perfect voor tussendoor.,2025-09-16
1006,3,Goede kwaliteit en snelle levering.,2025-06-30
1007,5,Heel tevreden over deze bestelling.,2026-02-19
1008,3,Heel tevreden over deze bestelling.,2025-11-16
1009,2,Perfect voor tussendoor.,2026-05-02
1010,3,Perfect voor tussendoor.,2025-09-28
1011,3,Prijs kwaliteit is uitstekend.,2026-01-07
1012,5,Erg lekkere snack!,2026-03-08
1013,1,Goede kwaliteit en snelle levering.,2025-06-16
1014,3,De kinderen vonden het heerlijk.,2025-10-25
1015,5,Prijs kwaliteit is uitstekend.,2025-08-14
1016,1,Heel tevreden over deze bestelling.,2025-08-30
1017,4,De kinderen vonden het heerlijk.,2025-06-07
1018,4,Goede prijs voor de kwaliteit.,2026-01-24
1019,4,Zou opnieuw bestellen.,2026-04-14
1020,4,Erg lekkere snack!,2025-09-09
1021,5,De kinderen vonden het heerlijk.,2025-08-05
1022,5,Mijn favoriete snack tot nu toe.,2026-03-24
1023,4,Mijn favoriete snack tot nu toe.,2026-02-28
1024,2,Prijs kwaliteit is uitstekend.,2026-03-21
1025,1,Heel tevreden over deze bestelling.,2026-04-14
1026,4,Prijs kwaliteit is uitstekend.,2025-07-07
1027,2,Goede prijs voor de kwaliteit.,2026-01-12
1028,3,Goede kwaliteit en snelle levering.,2026-04-10
1029,4,De kinderen vonden het heerlijk.,2025-11-02
1030,5,Smaak was beter dan verwacht.,2026-01-03
1031,5,Perfect voor tussendoor.,2026-05-18
1032,5,Goede prijs voor de kwaliteit.,2025-08-30
1033,4,Goede kwaliteit en snelle levering.,2025-10-24
1034,2,Mijn favoriete snack tot nu toe.,2025-08-07
1035,5,Goede prijs voor de kwaliteit.,2026-04-03
1036,1,Goede prijs voor de kwaliteit.,2026-04-03
1037,3,De kinderen vonden het heerlijk.,2025-11-29
1038,4,Zou opnieuw bestellen.,2025-11-09
1039,4,Goede prijs voor de kwaliteit.,2025-07-17
1040,4,Erg lekkere snack!,2026-02-25
1041,3,Heel tevreden over deze bestelling.,2026-03-12
1042,5,Goede prijs voor de kwaliteit.,2025-06-10
1043,4,Erg lekkere snack!,2025-11-03
1044,3,Prijs kwaliteit is uitstekend.,2026-04-29
1045,4,Zou opnieuw bestellen.,2025-11-15
1046,1,Smaak was beter dan verwacht.,2025-12-20
1047,3,Zou opnieuw bestellen.,2025-09-15
1048,1,Prijs kwaliteit is uitstekend.,2026-03-17
1049,3,Perfect voor tussendoor.,2025-12-11
1050,3,Heel tevreden over deze bestelling.,2025-07-19
1051,1,Prijs kwaliteit is uitstekend.,2025-10-10
